ModelYear,MfrName,Division,Carline,VerifyMfrCd,INDEX,EngDispl,# Cyl,CityFE,HwyFE,CombFE,Guzzler,Trans,Automatic,US
2015,Toyota,SCION,FR-S,TYX,146,2,4,22,30,25,0,M,0,International
2015,Toyota,SCION,iQ,TYX,48,1.3,4,36,37,37,0,CVT,1,International
2015,Toyota,LEXUS,IS 250 C,TYX,39,2.5,6,21,30,24,0,SA,1,International
2015,Toyota,LEXUS,IS 350 C,TYX,28,3.5,6,19,27,22,0,SA,1,International
2015,Toyota,LEXUS,RC 350,TYX,123,3.5,6,19,28,22,0,SA,1,International
2015,Toyota,LEXUS,RC 350 AWD,TYX,92,3.5,6,19,26,21,0,SA,1,International
2015,Toyota,LEXUS,RC F,TYX,142,5,8,16,25,19,0,SA,1,International
2015,Toyota,LEXUS,CT 200h,TYX,132,1.8,4,43,40,42,0,CVT,1,International
2015,Toyota,LEXUS,IS 250,TYX,140,2.5,6,21,30,24,0,SA,1,International
2015,Toyota,LEXUS,IS 250 AWD,TYX,45,2.5,6,20,27,23,0,SA,1,International
2015,Toyota,LEXUS,IS 350,TYX,122,3.5,6,19,28,22,0,SA,1,International
2015,Toyota,LEXUS,IS 350 AWD,TYX,43,3.5,6,19,26,21,0,SA,1,International
2015,Toyota,SCION,tC,TYX,16,2.5,4,23,31,26,0,SA,1,International
2015,Toyota,SCION,tC,TYX,17,2.5,4,23,31,26,0,M,0,International
2015,Toyota,TOYOTA,PRIUS c,TYX,108,1.5,4,53,46,50,0,CVT,1,International
2015,Toyota,TOYOTA,YARIS,TYX,13,1.5,4,30,36,32,0,A,1,International
2015,Toyota,TOYOTA,YARIS,TYX,14,1.5,4,30,37,33,0,M,0,International
2015,Toyota,LEXUS,ES 300h,TYX,75,2.5,4,40,39,40,0,SCV,1,International
2015,Toyota,LEXUS,ES 350,TYX,119,3.5,6,21,31,24,0,SA,1,International
2015,Toyota,LEXUS,GS 350,TYX,121,3.5,6,19,29,23,0,SA,1,International
2015,Toyota,LEXUS,GS 350 AWD,TYX,27,3.5,6,19,26,21,0,SA,1,International
2015,Toyota,LEXUS,GS 450h,TYX,124,3.5,6,29,34,31,0,SCV,1,International
2015,Toyota,TOYOTA,AVALON HYBRID,TYX,74,2.5,4,40,39,40,0,SCV,1,International
2015,Toyota,TOYOTA,CAMRY,TYX,62,2.5,4,25,35,28,0,SA,1,International
2015,Toyota,TOYOTA,CAMRY,TYX,65,3.5,6,21,31,25,0,SA,1,International
2015,Toyota,TOYOTA,CAMRY HYBRID LE,TYX,115,2.5,4,43,39,41,0,CVT,1,International
2015,Toyota,TOYOTA,CAMRY HYBRID XLE/SE,TYX,116,2.5,4,40,38,40,0,CVT,1,International
2015,Toyota,TOYOTA,COROLLA,TYX,35,1.8,4,27,36,31,0,A,1,International
2015,Toyota,TOYOTA,COROLLA,TYX,33,1.8,4,29,38,32,0,CVT,1,International
2015,Toyota,TOYOTA,COROLLA,TYX,131,1.8,4,29,37,32,0,SCV,1,International
2015,Toyota,TOYOTA,COROLLA,TYX,36,1.8,4,28,37,31,0,M,0,International
2015,Toyota,TOYOTA,COROLLA LE ECO,TYX,37,1.8,4,30,42,35,0,CVT,1,International
2015,Toyota,TOYOTA,COROLLA LE ECO,TYX,38,1.8,4,30,40,34,0,CVT,1,International
2015,Toyota,TOYOTA,PRIUS,TYX,133,1.8,4,51,48,50,0,CVT,1,International
2015,Toyota,TOYOTA,PRIUS v,TYX,134,1.8,4,44,40,42,0,CVT,1,International
2015,Toyota,TOYOTA,TACOMA 2WD,TYX,127,2.7,4,19,24,21,0,A,1,International
2015,Toyota,TOYOTA,TACOMA 2WD,TYX,81,2.7,4,21,25,22,0,M,0,International
2015,Toyota,TOYOTA,TACOMA 2WD,TYX,106,4,6,17,21,19,0,A,1,International
2015,Toyota,TOYOTA,TACOMA 2WD,TYX,69,4,6,16,21,18,0,M,0,International
2015,Toyota,TOYOTA,TACOMA 4WD,TYX,128,2.7,4,18,21,19,0,A,1,International
2015,Toyota,TOYOTA,TACOMA 4WD,TYX,83,2.7,4,18,20,19,0,M,0,International
2015,Toyota,TOYOTA,TACOMA 4WD,TYX,107,4,6,16,21,18,0,A,1,International
2015,Toyota,TOYOTA,TACOMA 4WD,TYX,71,4,6,15,19,17,0,M,0,International
2015,Toyota,TOYOTA,TUNDRA 2WD,TYX,109,4.6,8,15,19,16,0,SA,1,International
2015,Toyota,TOYOTA,TUNDRA 2WD,TYX,139,5.7,8,13,18,15,0,SA,1,International
2015,Toyota,TOYOTA,TUNDRA 4WD,TYX,73,4.6,8,14,18,16,0,SA,1,International
2015,Toyota,TOYOTA,TUNDRA 4WD,TYX,90,5.7,8,13,17,15,0,SA,1,International
2015,Toyota,TOYOTA,TUNDRA 4WD FFV,TYX,86,5.7,8,13,17,15,0,SA,1,International
2015,Toyota,TOYOTA,SIENNA,TYX,53,3.5,6,18,25,21,0,SA,1,International
2015,Toyota,TOYOTA,SIENNA AWD,TYX,54,3.5,6,16,23,19,0,SA,1,International
2015,Toyota,LEXUS,NX 300h,TYX,49,2.5,4,35,31,33,0,SCV,1,International
2015,Toyota,LEXUS,RX 350,TYX,22,3.5,6,18,25,21,0,SA,1,International
2015,Toyota,LEXUS,RX 450h,TYX,31,3.5,6,32,28,30,0,SCV,1,International
2015,Toyota,TOYOTA,HIGHLANDER,TYX,47,2.7,4,20,25,22,0,SA,1,International
2015,Toyota,TOYOTA,HIGHLANDER,TYX,51,3.5,6,19,25,21,0,SA,1,International
2015,Toyota,TOYOTA,RAV4,TYX,114,2.5,4,23,30,26,0,SA,1,International
2015,Toyota,TOYOTA,RAV4 LE/XLE,TYX,149,2.5,4,24,31,26,0,SA,1,International
2015,Toyota,TOYOTA,VENZA,TYX,11,2.7,4,20,26,23,0,SA,1,International
2015,Toyota,TOYOTA,VENZA,TYX,20,3.5,6,19,26,22,0,SA,1,International
2015,Toyota,LEXUS,NX 300h AWD,TYX,50,2.5,4,33,30,32,0,SCV,1,International
2015,Toyota,LEXUS,RX 350 AWD,TYX,24,3.5,6,18,24,20,0,SA,1,International
2015,Toyota,LEXUS,RX 350 AWD,TYX,23,3.5,6,18,26,21,0,SA,1,International
2015,Toyota,LEXUS,RX 450h AWD,TYX,32,3.5,6,30,28,29,0,SCV,1,International
2015,Toyota,TOYOTA,RAV4 AWD,TYX,102,2.5,4,22,29,25,0,SA,1,International
2015,Toyota,TOYOTA,RAV4 Limited AWD,TYX,103,2.5,4,22,29,25,0,SA,1,International
2015,Toyota,TOYOTA,VENZA 4WD,TYX,12,2.7,4,20,26,22,0,SA,1,International
2015,Toyota,TOYOTA,VENZA 4WD,TYX,21,3.5,6,18,25,21,0,SA,1,International
2015,Toyota,TOYOTA,4RUNNER 2WD,TYX,104,4,6,17,22,19,0,SA,1,International
2015,Toyota,TOYOTA,SEQUOIA 2WD,TYX,138,5.7,8,13,17,15,0,SA,1,International
2015,Toyota,LEXUS,GX 460,TYX,15,4.6,8,15,20,17,0,SA,1,International
2015,Toyota,LEXUS,LX 570,TYX,137,5.7,8,12,17,14,0,SA,1,International
2015,Toyota,TOYOTA,4RUNNER 4WD,TYX,105,4,6,17,21,18,0,SA,1,International
2015,Toyota,TOYOTA,4RUNNER 4WD,TYX,202,4,6,17,21,18,0,SA,1,International
2015,Toyota,TOYOTA,HIGHLANDER AWD,TYX,52,3.5,6,18,24,20,0,SA,1,International
2015,Toyota,TOYOTA,HIGHLANDER HYBRID AWD,TYX,125,3.5,6,27,28,28,0,SCV,1,International
2015,Toyota,TOYOTA,HIGHLANDER HYBRID AWD LE Plus,TYX,126,3.5,6,28,28,28,0,SCV,1,International
2015,Toyota,TOYOTA,LAND CRUISER WAGON 4WD,TYX,136,5.7,8,13,18,15,0,SA,1,International
2015,Toyota,TOYOTA,SEQUOIA 4WD,TYX,88,5.7,8,13,17,14,0,SA,1,International
2015,Toyota,TOYOTA,SEQUOIA 4WD FFV,TYX,85,5.7,8,13,17,14,0,SA,1,International
2015,VolkswagenGRP,Audi,R8,VGA,27,4.2,8,14,23,17,1,AMS,1,International
2015,VolkswagenGRP,Audi,R8,VGA,29,4.2,8,11,20,14,1,M,0,International
2015,VolkswagenGRP,Audi,R8,VGA,35,5.2,10,13,22,16,1,AMS,1,International
2015,VolkswagenGRP,Audi,R8,VGA,33,5.2,10,12,19,14,1,M,0,International
2015,VolkswagenGRP,Audi,R8 Spyder,VGA,26,4.2,8,14,23,17,1,AMS,1,International
2015,VolkswagenGRP,Audi,R8 Spyder,VGA,28,4.2,8,11,20,14,1,M,0,International
2015,VolkswagenGRP,Audi,R8 Spyder,VGA,34,5.2,10,13,22,16,1,AMS,1,International
2015,VolkswagenGRP,Audi,R8 Spyder,VGA,32,5.2,10,12,19,14,1,M,0,International
2015,VolkswagenGRP,Audi,TT Roadster quattro,VGA,3,2,4,22,31,26,0,AMS,1,International
2015,VolkswagenGRP,Bugatti,Veyron,VGA,60,8,16,8,15,10,1,AMS,1,International
2015,VolkswagenGRP,Lamborghini,Aventador Coupe,VGA,52,6.5,12,11,18,13,1,AMS,1,International
2015,VolkswagenGRP,Lamborghini,Aventador Roadster,VGA,53,6.5,12,10,16,12,1,AMS,1,International
2015,VolkswagenGRP,Lamborghini,Huracan,VGA,25,5.2,10,14,20,16,1,AMS,1,International
2015,VolkswagenGRP,Lamborghini,Veneno Roadster,VGA,54,6.5,12,11,17,13,1,AMS,1,International
2015,VolkswagenGRP,Audi,A3,VGA,7,1.8,4,23,33,27,0,AMS,1,International
2015,VolkswagenGRP,Audi,A3,VGA,101,2,4,31,43,36,0,AMS,1,International
2015,VolkswagenGRP,Audi,A3 Cabriolet,VGA,6,1.8,4,24,35,28,0,AMS,1,International
2015,VolkswagenGRP,Audi,A3 Cabriolet quattro,VGA,5,2,4,23,32,26,0,AMS,1,International
2015,VolkswagenGRP,Audi,A3 quattro,VGA,4,2,4,24,33,27,0,AMS,1,International
2015,VolkswagenGRP,Audi,A5 Cabriolet quattro,VGA,66,2,4,21,29,24,0,SA,1,International
2015,VolkswagenGRP,Audi,A5 quattro,VGA,65,2,4,21,30,25,0,SA,1,International
2015,VolkswagenGRP,Audi,A5 quattro,VGA,50,2,4,22,32,26,0,M,0,International
2015,VolkswagenGRP,Audi,RS5,VGA,30,4.2,8,16,23,18,0,AMS,1,International
2015,VolkswagenGRP,Audi,RS5 Cabriolet,VGA,31,4.2,8,16,22,18,0,AMS,1,International
2015,VolkswagenGRP,Audi,S3,VGA,42,2,4,23,31,26,0,AMS,1,International
2015,VolkswagenGRP,Audi,S5,VGA,74,3,6,18,28,21,0,AMS,1,International
2015,VolkswagenGRP,Audi,S5,VGA,77,3,6,17,26,20,0,M,0,International
2015,VolkswagenGRP,Audi,S5 Cabriolet,VGA,75,3,6,18,26,21,0,AMS,1,International
2015,VolkswagenGRP,Audi,TT Coupe quattro,VGA,2,2,4,22,31,26,0,AMS,1,International
2015,VolkswagenGRP,Bentley,Continental GT Convertible,VGA,22,4,8,14,24,17,1,SA,1,International
2015,VolkswagenGRP,Bentley,Continental GT Convertible,VGA,45,6,12,12,20,15,1,SA,1,International
2015,VolkswagenGRP,Volkswagen,Beetle Convertible,VGA,80,1.8,4,24,32,27,0,SA,1,International
2015,VolkswagenGRP,Volkswagen,Beetle Convertible,VGA,82,2,4,23,29,25,0,AMS,1,International
2015,VolkswagenGRP,Volkswagen,Beetle Convertible,VGA,96,2,4,30,40,34,0,AMS,1,International
2015,VolkswagenGRP,Volkswagen,Beetle Convertible,VGA,84,2,4,23,31,26,0,M,0,International
2015,VolkswagenGRP,Volkswagen,Beetle Convertible,VGA,92,2,4,30,40,34,0,M,0,International
2015,VolkswagenGRP,Volkswagen,Eos,VGA,36,2,4,22,30,25,0,AMS,1,International
2015,VolkswagenGRP,Audi,A4,VGA,46,2,4,24,32,27,0,SCV,1,International
2015,VolkswagenGRP,Audi,A4 quattro,VGA,64,2,4,21,30,25,0,SA,1,International
2015,VolkswagenGRP,Audi,A4 quattro,VGA,49,2,4,22,32,26,0,M,0,International
2015,VolkswagenGRP,Audi,Q3,VGA,62,2,4,20,29,23,0,SA,1,International
2015,VolkswagenGRP,Audi,Q3 quattro,VGA,37,2,4,20,28,23,0,SA,1,International
2015,VolkswagenGRP,Audi,S4,VGA,73,3,6,18,28,21,0,AMS,1,International
2015,VolkswagenGRP,Audi,S4,VGA,76,3,6,17,26,20,0,M,0,International
2015,VolkswagenGRP,Bentley,Continental GT,VGA,24,4,8,15,25,19,0,SA,1,International
2015,VolkswagenGRP,Bentley,Continental GT,VGA,43,6,12,12,21,15,1,SA,1,International
2015,VolkswagenGRP,Volkswagen,Beetle,VGA,79,1.8,4,25,33,28,0,SA,1,International
2015,VolkswagenGRP,Volkswagen,Beetle,VGA,78,1.8,4,24,33,27,0,M,0,International
2015,VolkswagenGRP,Volkswagen,Beetle,VGA,81,2,4,24,30,26,0,AMS,1,International
2015,VolkswagenGRP,Volkswagen,Beetle,VGA,95,2,4,31,41,34,0,AMS,1,International
2015,VolkswagenGRP,Volkswagen,Beetle,VGA,83,2,4,23,31,26,0,M,0,International
2015,VolkswagenGRP,Volkswagen,Beetle,VGA,91,2,4,31,41,34,0,M,0,International
2015,VolkswagenGRP,Volkswagen,CC,VGA,58,2,4,22,31,25,0,AMS,1,International
2015,VolkswagenGRP,Volkswagen,CC,VGA,59,2,4,21,32,25,0,M,0,International
2015,VolkswagenGRP,Volkswagen,CC 4Motion,VGA,56,3.6,6,17,25,20,0,SA,1,International
2015,VolkswagenGRP,Volkswagen,Golf,VGA,103,1.8,4,25,36,29,0,SA,1,International
2015,VolkswagenGRP,Volkswagen,Golf,VGA,85,1.8,4,25,37,30,0,M,0,International
2015,VolkswagenGRP,Volkswagen,Golf,VGA,100,2,4,31,43,36,0,AMS,1,International
2015,VolkswagenGRP,Volkswagen,Golf,VGA,104,2,4,30,45,36,0,M,0,International
2015,VolkswagenGRP,Volkswagen,GTI,VGA,1,2,4,25,33,28,0,AMS,1,International
2015,VolkswagenGRP,Volkswagen,GTI,VGA,8,2,4,25,34,28,0,M,0,International
2015,VolkswagenGRP,Volkswagen,Jetta,VGA,98,1.8,4,25,37,30,0,SA,1,International
2015,VolkswagenGRP,Volkswagen,Jetta,VGA,97,1.8,4,25,37,29,0,M,0,International
2015,VolkswagenGRP,Volkswagen,Jetta,VGA,93,2,4,24,32,27,0,AMS,1,International
2015,VolkswagenGRP,Volkswagen,Jetta,VGA,102,2,4,31,45,36,0,AMS,1,International
2015,VolkswagenGRP,Volkswagen,Jetta,VGA,99,2,4,23,34,26,0,SA,1,International
2015,VolkswagenGRP,Volkswagen,Jetta,VGA,86,2,4,25,34,28,0,M,0,International
2015,VolkswagenGRP,Volkswagen,Jetta,VGA,105,2,4,31,46,36,0,M,0,International
2015,VolkswagenGRP,Volkswagen,Jetta,VGA,94,2,4,23,33,26,0,M,0,International
2015,VolkswagenGRP,Volkswagen,Jetta Hybrid,VGA,107,1.4,4,42,48,45,0,AMS,1,International
2015,VolkswagenGRP,Audi,A6,VGA,47,2,4,25,33,28,0,SCV,1,International
2015,VolkswagenGRP,Audi,A6 quattro,VGA,48,2,4,20,29,23,0,SA,1,International
2015,VolkswagenGRP,Audi,A6 quattro,VGA,72,3,6,18,27,22,0,SA,1,International
2015,VolkswagenGRP,Audi,A6 quattro,VGA,17,3,6,24,38,29,0,SA,1,International
2015,VolkswagenGRP,Audi,A7 quattro,VGA,71,3,6,18,28,21,0,SA,1,International
2015,VolkswagenGRP,Audi,A7 quattro,VGA,18,3,6,24,38,29,0,SA,1,International
2015,VolkswagenGRP,Audi,A8,VGA,40,3,6,19,29,22,0,SA,1,International
2015,VolkswagenGRP,Audi,A8,VGA,11,4,8,18,30,22,0,SA,1,International
2015,VolkswagenGRP,Audi,RS7,VGA,21,4,8,15,25,18,0,SA,1,International
2015,VolkswagenGRP,Audi,S6,VGA,20,4,8,17,27,20,0,AMS,1,International
2015,VolkswagenGRP,Audi,S7,VGA,19,4,8,17,27,20,0,AMS,1,International
2015,VolkswagenGRP,Audi,S8,VGA,9,4,8,17,27,20,0,SA,1,International
2015,VolkswagenGRP,Bentley,Flying Spur,VGA,23,4,8,14,24,17,1,SA,1,International
2015,VolkswagenGRP,Bentley,Flying Spur,VGA,44,6,12,12,20,15,1,SA,1,International
2015,VolkswagenGRP,Bentley,Mulsanne,VGA,61,6.8,8,11,18,13,1,SA,1,International
2015,VolkswagenGRP,Volkswagen,Passat,VGA,90,1.8,4,24,36,28,0,SA,1,International
2015,VolkswagenGRP,Volkswagen,Passat,VGA,88,1.8,4,24,35,28,0,M,0,International
2015,VolkswagenGRP,Volkswagen,Passat,VGA,89,2,4,30,42,34,0,AMS,1,International
2015,VolkswagenGRP,Volkswagen,Passat,VGA,87,2,4,30,44,35,0,M,0,International
2015,VolkswagenGRP,Volkswagen,Passat,VGA,55,3.6,6,20,28,23,0,AMS,1,International
2015,VolkswagenGRP,Audi,A8L,VGA,15,3,6,24,36,28,0,SA,1,International
2015,VolkswagenGRP,Audi,A8L,VGA,41,3,6,19,29,22,0,SA,1,International
2015,VolkswagenGRP,Audi,A8L,VGA,10,4,8,18,29,22,0,SA,1,International
2015,VolkswagenGRP,Audi,A8L,VGA,14,6.3,12,14,22,17,1,SA,1,International
2015,VolkswagenGRP,Audi,allroad quattro,VGA,68,2,4,21,28,24,0,SA,1,International
2015,VolkswagenGRP,Volkswagen,Tiguan,VGA,39,2,4,21,26,23,0,SA,1,International
2015,VolkswagenGRP,Audi,Q5,VGA,67,2,4,20,28,23,0,SA,1,International
2015,VolkswagenGRP,Audi,Q5,VGA,70,3,6,18,26,21,0,SA,1,International
2015,VolkswagenGRP,Audi,Q5,VGA,16,3,6,24,31,27,0,SA,1,International
2015,VolkswagenGRP,Audi,Q5 Hybrid,VGA,63,2,4,24,30,26,0,SA,1,International
2015,VolkswagenGRP,Audi,SQ5,VGA,69,3,6,17,24,19,0,SA,1,International
2015,VolkswagenGRP,Volkswagen,Tiguan 4Motion,VGA,38,2,4,20,26,23,0,SA,1,International
2015,VolkswagenGRP,Audi,Q7,VGA,12,3,6,19,28,22,0,SA,1,International
2015,VolkswagenGRP,Audi,Q7,VGA,51,3,6,16,22,18,0,SA,1,International
2015,VolkswagenGRP,Volkswagen,Touareg,VGA,13,3,6,20,29,23,0,SA,1,International
2015,VolkswagenGRP,Volkswagen,Touareg,VGA,57,3.6,6,17,23,19,0,SA,1,International
2015,VolkswagenGRP,Volkswagen,Touareg Hybrid,VGA,106,3,6,20,24,21,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",S60 AWD,VVX,75,2.5,5,20,29,23,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",S60 AWD,VVX,23,3,6,19,28,22,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",S60 FWD,VVX,87,2,4,25,37,29,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",S60 FWD,VVX,92,2,4,24,35,28,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",S60 PoleStar AWD,VVX,95,3,6,18,27,21,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",S80 AWD,VVX,20,3,6,19,28,22,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",S80 FWD,VVX,89,2,4,25,37,29,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",V60 AWD,VVX,85,2.5,5,20,29,23,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",V60 AWD,VVX,86,3,6,19,28,22,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",V60 FWD,VVX,88,2,4,25,37,29,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",V60 PoleStar AWD,VVX,96,3,6,18,27,21,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",XC60 FWD,VVX,90,2,4,24,31,27,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",XC60 FWD,VVX,93,2,4,22,30,25,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",XC70 FWD,VVX,91,2,4,24,31,27,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",XC60 AWD,VVX,94,2.5,5,18,25,21,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",XC60 AWD,VVX,22,3,6,17,24,20,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",XC60 AWD,VVX,43,3.2,6,18,25,20,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",XC70 AWD,VVX,21,3,6,17,24,20,0,SA,1,International
2015,Volvo,"Volvo Cars of North America, LLC",XC70 AWD,VVX,42,3.2,6,18,25,21,0,SA,1,International
